id,storeName,storeAddress,storeCreatetime,storeUpdatetime,storePhone,storeDesc,storeArea,storeOrg,storePersonName,distributeType,channel,merchantName
838,新世纪长寿商都店,重庆市长寿区凤城街道协信购物广场,01:01.2,58:43.0,13678411239,重庆商社新世纪百货连锁经营有限公司长寿商都-超市,NULL,新世纪,姚娇,2,天天快递,NULL
839,江北区新世纪溉澜溪小卖部,,42:57.1,NULL,1,,NULL,新世纪,1,1,,NULL
840,永辉涪陵区南门山金科店,涪陵区南门山中山路9号永辉超市收货口,27:46.0,52:06.2,13594502218,重庆涪陵区--南门山金科店,NULL,重庆永辉,刘华,2,中铁物流,NULL
841,成都市新都汇融广场店,四川省成都市新都区大丰街道西三环永辉超市,57:15.8,57:40.6,15884409512,四川成都市--新都汇融广场店,NULL,四川永辉,何华容,2,中铁物流,NULL
842,绵阳银河城店,四川绵阳市游仙区沈家坝上街永辉超市,16:01.9,45:37.2,15308117028,四川绵阳市--绵阳银河城店,NULL,四川永辉,曾尔芳,2,中铁物流,NULL
843,合川重百步步高广场店,合川涪江二桥北桥头重百超市,43:18.4,28:43.8,13996171533,重庆商社新世纪百货连锁经营有限公司重百超市合川步步高广场店,NULL,重百,刘于于,2,中铁物流,NULL
844,南充新世纪中央华城店（四川阆中）,四川省南充市阆中市华胥路236号新世纪超市,08:28.6,11:51.0,18781786651,重庆商社新世纪百货连锁经营有限公司中央华城店（四川阆中）,NULL,四川新世纪,王雪梅,2,京东物流,NULL
845,四川宜宾市--长宁宏泰财富广场店,四川省宜宾市长宁县民生路与鸿泽路交汇处永辉超市,35:35.7,57:25.7,19130743715,四川宜宾市--长宁宏泰财富广场店,NULL,四川永辉,付镇虹,2,天天快递,NULL
846,成都市永辉蒲江世纪中心店,四川省蒲江县鹤山镇健民路246号中节能世纪中心永辉超市,35:42.2,13:58.4,13541320756,四川成都市--蒲江世纪中心店,NULL,四川永辉,张花萍,2,天天快递,NULL
847,成都海天摩尔超市-淮口店,成都市金堂县淮口镇书院街168号海天摩尔超市,18:46.2,18:03.8,13688001338,包场海天摩尔超市—淮口店,NULL,包场,刘兴平,2,余氏东风,NULL
848,成都海天摩尔超市-天回店,成都市新都区天海路64号成都植物园对面,18:28.2,50:33.4,13688001338,包场海天摩尔超市—天回店,NULL,包场,刘兴平,2,余氏东风,NULL
849,海天摩尔超市-威远店,四川省内江市威远县中心街,18:58.7,19:08.1,19982936041,包场海天摩尔超市—威远店,NULL,包场,罗金桃,2,余氏东风,NULL
850,南岸区东原东东摩店,,52:51.0,NULL,1,,NULL,重庆永辉,1,1,,NULL
851,重庆爱恒商贸,,07:18.3,55:07.4,11,,NULL,江北HC经销商,111,1,,NULL
852,贵州安顺刘义超,贵州省安顺,27:08.9,25:38.2,13698511517,,NULL,分销客户,唐静,2,迪丰专线物流或汇运物流,NULL
853,涪陵大仓新世纪,,10:41.3,06:40.4,13452545922,涪陵-新世纪超市（涪陵大仓）,NULL,新世纪,熊兴玲,2,中铁物流,NULL
854,黎茗化妆造型工作室,成都市郫县犀浦镇王龙二巷34号,03:38.7,NULL,13684078137,,NULL,零售客户,黎茗,2,中铁物流,NULL
855,中山市芬娜日用化工有限公司（莎曼琪）,,02:38.6,NULL,1,,NULL,厂家,1,1,,NULL
856,永辉北碚区缙云大道店,北碚308红桂林永辉超市,33:09.1,41:41.8,17783583195,重庆北碚区--缙云大道店,NULL,重庆永辉,王培,2,中铁物流,NULL
857,刘敏,,18:30.2,NULL,15397765866,,NULL,零售客户,刘敏,2,优速快递,NULL
858,高新区兰美路新世纪,,53:44.7,54:03.6,1,重庆重客隆超市连锁有限责任公司高新区兰美路连锁店,NULL,重庆新世纪,江维,1,,NULL
859,广州雅资达（采乐）化妆品公司,,19:06.1,19:17.5,1,,NULL,厂家,1,1,,NULL
860,九龙坡区庞馨华,石坪桥隆鑫国际停车场,39:47.7,NULL,13883587925,,NULL,分销客户,庞馨华,1,,NULL
861,联佳精细化工厂,,17:34.6,NULL,1,,NULL,厂家,1,2,,NULL
862,重庆市长寿区滔渝科技有限公司,,45:26.8,NULL,1,,NULL,分销客户,1,2,,NULL
863,渝北区回兴永辉服装城仓,,23:33.9,26:06.4,,重庆渝北区--回兴服装城仓,NULL,重庆永辉,龙崇霞,1,,NULL
864,贵阳李美放,,31:47.3,41:32.3,18288909993,,NULL,分销客户,李美芳,2,,NULL
865,渝北区空港乐园新世纪店,重庆市渝北区空港大道空港乐园新世纪百货空港乐园店,03:42.6,35:28.5,18581289112,重庆商社新世纪百货连锁经营有限公司空港乐园店,NULL,重庆新世纪,樊玲,1,,NULL
866,垫江凤山新世纪店,重庆市垫江县桂溪街道工农南路133号负一层新世纪超市,59:30.6,23:16.7,15923736981,重庆商社新世纪百货连锁经营有限公司垫江凤山店,NULL,重庆新世纪,墙德芬,2,中铁物流,NULL
867,黎姿化妆品有限公司,苏州市工业园区唯亭镇金陵东路128号,35:54.6,NULL,13512138852,,NULL,厂家,汤盼盼,2,,NULL
868,四川泸州市-泸州天远广场店,四川省泸州市江阳区蓝安路与黄桷路交汇处永辉超市,24:43.3,15:50.2,15298281828,四川泸州市--泸州天远广场店,NULL,四川永辉,刘贞书,2,中铁物流,NULL
869,成都缤纷摩尔超市—新都店,成都市新都区缤纷时代广场缤纷摩尔超市,04:08.0,18:32.8,13688001338,包场缤纷摩尔超市—新都店,NULL,包场,刘兴平,2,余氏东风,NULL
870,九龙坡区仁悦天地店,,41:19.0,06:17.9,13629707171,重庆九龙坡区--仁悦天地,NULL,重庆永辉,冯金梅,1,,NULL
871,邓润明,,36:32.9,NULL,18584657131,,NULL,分销客户,邓润明,1,,NULL
872,昆明李美放,,41:22.3,NULL,18288909993,,NULL,分销客户,李美芳,2,,NULL
873,广东添乐化妆品有限公司（哆啦A梦）,,03:54.2,NULL,1,,NULL,厂家,1,2,,NULL
874,泰国芮一面膜厂家,,29:36.2,11:12.8,1,,NULL,厂家,11,2,,NULL
875,云阳周建明,,43:08.4,44:16.1,18996645700,,NULL,客户,钟军,2,1,NULL
876,包场沙坪坝区京东超市-双碑店,重庆市沙坪坝区双碑九重锦1号楼1F商铺（原双碑世纪华联超市）,02:21.6,36:54.1,13224090865,包场京东超市—双碑店,NULL,包场,刘在菊,1,,NULL
877,奉节攀松商贸公司,奉节县后山变电站坎下,13:33.2,NULL,13224938008,,NULL,分销客户,朱文彬,2,乘风物流或李姐物流,NULL
878,永辉北碚区-天奇广场店,重庆市北碚区天奇广场,12:52.2,39:40.0,13370730508,重庆北碚区--天奇广场店,NULL,重庆永辉,杨波,2,中铁物流,NULL
879,重庆大渡口区--大渡口万达店,,18:57.7,47:15.5,13883635016,重庆大渡口区--大渡口万达店,NULL,重庆永辉,刘雪梅,1,,NULL
880,东莞市千蕊人生皂业有限公司（熊孩子）,,53:26.6,NULL,1,,NULL,厂家,1,2,,NULL
881,涪陵区-涪陵万达店,涪陵江东万达永辉超市收货口,23:45.4,37:45.3,13983582076,重庆涪陵区--涪陵万达店,NULL,重庆永辉,陈林英,2,中铁物流,NULL
882,永川江维峰,讲成2.5一件,56:23.9,NULL,,,NULL,分销客户,1,2,,NULL
883,四川彭州食品用品DC-世泽,,35:26.7,44:35.4,1,,NULL,成都世泽尚秀商贸有限公司,1,2,美得物流,NULL
884,四川资中邹明,四川省资中县时代广场,15:56.0,NULL,15282130815,,NULL,分销客户,邹明,2,广汇物流,NULL
885,湖北利川攀松商贸有限公司,湖北省利川市御景1号（黄石大桥旁）,46:46.3,47:13.7,13971883616,,NULL,分销客户,朱锐,2,唐氏物流,NULL
886,湖州上美化妆品有限公司（韩束）,,56:14.4,NULL,1,,NULL,厂家,1,2,,NULL
887,中隆投（苏州）贸易有限公司（阿迪）,,13:32.9,NULL,1,,NULL,厂家,1,2,,NULL
888,东平九鑫生物化学（新品满婷）,,17:21.4,NULL,,,NULL,东平九鑫生物化学（新品满婷）,2,,,NULL
889,合川新世纪财富广场,绿港财富广场B区(重庆市合川区)新世纪超市,44:58.1,22:05.8,15923224889,重庆商社新世纪百货连锁经营有限公司南津街店（财富广场）,NULL,重庆新世纪,陈华,2,中铁物流,NULL
890,永辉大足区双桥店,大足双桥区车城大道渝西财富中心（永辉超市）,27:38.1,26:37.0,156 9609 6987,重庆大足区--双桥店,NULL,重庆永辉,王金然,2,中铁物流,NULL
891,江津新时代超联超市,重庆市江津区鼎山大道西明月天意新时代超联超市,21:46.8,53:43.3,18883282496,包场江津新时代超联超市,NULL,包场,王金会,2,彤峰物流,NULL
892,垫江区永辉昆翔明悦天街店,重庆市垫江县垫江体育文化公园旁明悦天街售楼处永辉超市,14:55.0,36:18.8,13896608498,重庆垫江区--昆翔明悦天店,NULL,重庆永辉,李凤,2,中铁物流,NULL
893,巴南伍中迁,巴南区花溪工业园区立崧路33号9号,30:43.5,NULL,13668046839,,NULL,分销客户,伍中明,1,,NULL
894,新世纪利川市南滨花园店,利川市南滨大道66号新世纪超市,13:17.0,15:11.5,13997777017,重庆商社新世纪百货连锁经营有限公司南滨花园店,NULL,新世纪,唐嗣玉,2,京东物流,NULL
895,永辉涪陵中慧西街店,涪陵区-步阳路16号中惠西街永辉超市收货口,59:13.2,39:00.9,13896776940,重庆涪陵区--中慧西街,NULL,重庆永辉,刘长淑,2,中铁物流,NULL
896,深圳市华美溢科技有限公司（若华香皂）,,41:56.1,NULL,1,,NULL,厂家,1,2,,NULL
897,成都傅前烈,成都海霸王,51:54.6,NULL,13688388477,,NULL,分销客户,傅前烈,2,平安发货运站,NULL
898,四川成都市-彭州市望蜀里店,四川省成都市彭州市东大街124号永辉收货口,46:27.3,10:04.2,13666289265,四川成都市--彭州市望蜀里店,NULL,四川永辉,梁美,2,天天快递,NULL
899,四川宜宾市-招商雍华府店,四川省成都市昭觉寺南路与双荆路交汇处永辉超市,52:53.6,56:23.6,13980092885,四川成都市--招商雍华府店,NULL,四川永辉,陈兰萍,2,天天快递,NULL
900,广州香岸化妆品有限公司（傲漾）,,16:50.5,NULL,1,,NULL,厂家,1,2,,NULL
901,湖南长沙傅前烈,长沙人民东路与黄兴大道交叉口星沙中部智谷,59:28.1,01:00.1,13688388477,,NULL,分销客户,虞伟红,2,大顺托物流,NULL
902,重庆穗集进出口贸易有限公司,,34:07.2,NULL,,,NULL,分销客户,1,1,,NULL
903,永辉德阳市--广汉金雁蔚蓝郡店,四川省德阳市广汉市大同路二段与天津路交叉口永辉超市,09:02.2,23:55.5,15983815837,四川德阳市--广汉金雁蔚蓝郡店,NULL,四川永辉,孙永玮,2,中铁物流,NULL
904,成都隆力奇生物科技有限公司,,44:50.5,NULL,1,,NULL,厂家,1,2,,NULL
905,广东诺特金参口腔,,50:09.4,40:40.5,1,,NULL,厂家,1,2,,NULL
906,崇州大划镇四海一家店,成都崇州大划镇捷普广场四海一家超市,51:35.4,32:18.2,13688001338,崇州四海一家（包场）,NULL,包场,刘兴平,2,中铁物流,NULL
907,永辉江津区-塔坪路店,重庆市江津塔坪路永辉,28:49.2,54:41.4,18323428712,重庆江津区--塔坪路店,NULL,重庆永辉,杨材芳,2,中铁物流,NULL
908,白沙刘素荣,江津白沙,56:12.3,08:58.8,18623109675,,NULL,分销客户,刘树容,2,联合物流,NULL
909,新世纪沙坪坝廊桥水乡店,重庆市九龙坡区大学城南二路金科廊桥水乡1078号新世纪超市,58:30.0,35:32.8,13036330406,重庆商社新世纪百货连锁经营有限公司廊桥水乡店,NULL,新世纪,冯家玉,2,中铁物流,NULL
910,永辉黔江区丽都花苑店,黔江区丽都花苑（原海宁皮草城）永辉超市,29:10.9,25:32.3,18225402618,重庆黔江区--丽都花苑店,NULL,重庆永辉,刘克兰,2,中铁物流,NULL
912,永辉开县区云枫嶺尚城店,开县区云枫嶺尚城永辉超市,37:32.5,06:00.5,15320715069,重庆开县--云枫嶺尚城店,NULL,重庆永辉,周代殊,2,中铁物流,NULL
913,永辉金牛邻里聚金泉广场店,成都市金牛区两河西二路300号永辉超市,10:42.0,56:06.9,13666278027,,NULL,四川永辉,李妍妍,2,中铁物流,NULL
914,重庆美肤乐商贸有限公司,,25:03.5,NULL,1,,NULL,分销客户,1,2,,NULL
915,永辉南充市-南充蓬安恒丰国际店,四川省南充市蓬安县内相如镇抚琴大道南延线(亿林龙城后门)蓬安恒丰国际永辉超市,28:07.1,09:43.6,156 0907 0368,四川南充市--南充蓬安恒丰国际店,NULL,四川永辉,刘晓英,2,百世快运,NULL
916,永辉重庆市丰都区-久桓大道店,丰都县久桓大道229号久桓城永辉超市收货区,49:30.3,37:16.2,18983588719,重庆丰都区--久桓大道店,NULL,重庆永辉,陈在飞,2,中铁物流,NULL
917,永辉江津西江大道店,重庆市江津西江大道永辉超市,53:30.6,16:59.4,19122186090,重庆江津区--江津西江大道店,NULL,重庆永辉,何敏,2,中铁物流,NULL
918,新世纪沙坪坝区双碑店,重庆市沙坪坝区双碑街道嘉汇路34号附4号负1-1号,29:21.2,30:16.1,13594046182,重庆商社新世纪百货连锁经营有限公司双碑店,NULL,重庆新世纪,祝纯秀,1,,NULL
919,永辉资阳市曼购广场店,成都市资阳区雁江区交子大道一段132曼购超市负一楼永辉超市,32:32.4,07:04.5,13688006926,四川资阳市--资阳市曼购广场店,NULL,四川永辉,陈仲琴,2,中铁物流,NULL
920,永辉郫都区爱琴海购物广场店,成都市郫都区国宁东路991号永辉超市,34:56.5,55:56.6,13684055127,四川成都市--郫都区爱琴海店,NULL,四川永辉,苏友蓉,2,中铁物流,NULL
921,永辉攀枝花万达店,四川省攀枝花市东区万达广场永辉超市,40:36.0,30:44.7,189 8237 6019,四川攀枝花市--攀枝花万达店,NULL,四川永辉,孙竹,2,百世快运,NULL
922,永辉广元市-苍溪广明如意城店,四川省广元市苍溪县杜里路与泰和大街交叉口北200米广明如意城永辉超市,42:52.4,23:31.3,18781270685,四川广元市--苍溪广明如意城店,NULL,四川永辉,罗秀芳,2,百世快运,NULL
923,永辉成都市-成华区龙湖滨江天街店,四川省成都市成华区新成华大道与建工路交叉口东20米龙湖滨江天街永辉超市,44:48.8,44:02.5,13308124299,四川成都市--成华区龙湖滨江天街店,NULL,四川永辉,贾艳,2,百世快运,NULL
924,永辉四川绵阳市--绵阳三台东门里店,四川省绵阳市三台县学街与松花井交叉口东100米永辉超市,46:04.1,55:45.4,13881125012,四川绵阳市--绵阳三台东门里店,NULL,四川永辉,陈晓蓉,2,百世快运,NULL
925,永辉潼南区-巴渝大道店,潼南区 隆鑫 中央大街 永辉超市,56:51.2,25:12.3,15025408503,重庆潼南区--巴渝大道店,NULL,重庆永辉,杨雪,2,中铁物流,NULL
926,新世纪长寿区菩提大道店,重庆市长寿区桃源西三路新世纪菩提大道店,39:51.5,39:18.4,18996444827,重庆商社新世纪百货连锁经营有限公司菩提大道店,NULL,重庆新世纪,王建美,2,中铁物流,NULL
927,万州李卫明,万州区君宅路52号,55:06.8,27:22.9,13996518590,,NULL,分销客户,李卫明,2,迪丰物流或巴林物流,NULL
928,永辉长寿桃源大道店,长寿桃花大道凯逸世纪广场永辉超市,59:05.0,32:39.8,15909324992,重庆长寿区--桃源大道店,NULL,重庆永辉,李芳容,2,中铁物流,NULL
929,永辉南川区-南川万达店,重庆南川区南川万达永辉超市,51:13.8,27:23.1,18983588842,重庆南川区--南川万达店,NULL,重庆永辉,廖英,2,中铁物流,NULL
930,永辉忠县-忠县环城路店,忠县环城路永辉店,45:24.6,04:23.1,13638275003,重庆忠县--忠县环城路店,NULL,重庆永辉,韩亚林,2,中铁物流,NULL
931,新世纪渝北区海都汇店,重庆市渝北区泰福路新世纪百货海都汇店,39:37.0,22:11.7,15826069758,重庆商社新世纪百货连锁经营有限公司海都汇店,NULL,重庆新世纪,封尊霞,1,,NULL
932,摩尔赛尔隆昌龙市店,内江市隆昌市东岳村公园路隆昌六中旁摩尔赛尔超市,55:58.2,02:52.0,13438438335,包场摩尔赛尔隆昌龙市店,NULL,包场,张义琼,2,隆发物流,NULL
933,永辉两江新区--嘉和路店,渝北区礼慈路永辉超市,07:42.5,37:24.3,13883651019,重庆两江新区--嘉和路店,NULL,重庆永辉,刘燕,1,,NULL
934,新世纪涪陵区华福郡店,重庆市涪陵区宏声大道31号宏燕，华福郡8栋负1-商业1楼新世纪超市,17:20.7,20:56.8,15826271589,重庆商社新世纪百货连锁经营有限公司华福郡店,NULL,重庆新世纪,胡伦碧,2,中铁物流,NULL
935,永辉永川区-学府大道店,永川区学府大道58号附1号永辉超市,39:29.3,43:02.1,15823514489,重庆永川区--学府大道店,NULL,重庆永辉,龚富春,2,中铁物流,NULL
936,宋帮福,昆明市环城巷7号托阳贸易仓库,26:01.9,27:38.0,18208802033,,NULL,分销客户,宋帮福,2,,NULL
937,新世纪万州区长江之星店,万州玉熙路37号商业一层新世纪超市,11:39.3,52:09.0,13896271798,重庆商社新世纪百货连锁经营有限公司万州长江之星店,NULL,重庆新世纪,程多政,2,中铁物流,NULL
938,万州区永辉北城中心店,万州周家坝北城广场永辉超市,24:24.2,03:54.2,18996573587,重庆万州区--北城中心广场店,NULL,重庆永辉,陈光清,2,中铁物流,NULL
939,渝北区永辉空港大道店,,12:05.3,14:03.0,,重庆渝北区--空港大道店,NULL,重庆永辉,1,1,,NULL
940,摩尔赛尔隆昌三友胡家店,内江市隆昌市内隆昌街66号,40:42.8,20:20.9,13320706528,包场摩尔赛尔隆昌三友胡家店,NULL,包场,李文丽,2,隆发物流,NULL
941,开州区新世纪金科店,重庆市开州区云枫街道寨子坪社区天宫街385号附1号,21:02.0,45:28.8,17323679800,重庆商社新世纪百货连锁经营有限公司新世纪开州金科店,NULL,重庆新世纪,罗伏荣,2,中铁物流,NULL
942,贵州天骄贸易有限责任公司,贵州市观山湖区瓮井村村委会前200米,28:44.6,24:40.3,17775180823,,NULL,分销客户,吴田姣,2,团结物流,NULL
943,泸州谭林,四川泸州市泸县福集镇二小区往石岗方向前200米,13:50.4,20:35.4,17783938855,,NULL,分销客户,谭林,2,俊杰物流,NULL
944,秀山苟中文,,45:46.2,47:05.9,13996928162,,NULL,分销客户,苟中文,2,迪丰物流,NULL
945,云阳涂云,云阳体育路75号,07:52.3,03:17.0,13228516060,,NULL,分销客户,涂云,2,迪丰物流,NULL
946,永辉渝北龙湖保障店,,20:44.2,NULL,1,,NULL,重庆永辉,1,1,,NULL
947,铜梁零售客户,,09:27.1,10:26.3,1,,NULL,零售客户,1,2,,NULL
948,重客隆万州红光店,重庆市万州区白岩路583号附1-4号,14:49.7,16:18.9,15223688231,重庆重客隆超市连锁有限责任公司万州红光店,NULL,重庆重客隆,何建秀,2,,NULL
949,重客隆万州北山大道店,重庆市万州区北山大道918号龙江锦苑住楼一层,15:20.6,16:12.7,13668432627,重庆重客隆超市连锁有限责任公司万州北山大道连锁店,NULL,重庆重客隆,陈天琴,2,,NULL
1011,巴南区重客隆大江店,重庆市巴南区大江中路832号,52:10.4,15:56.9,1,重庆重客隆超市连锁有限责任公司大江连锁店,NULL,重庆重客隆,1,1,,NULL
1012,巴南区重客隆界石店,重庆市巴南区界新街60号,52:10.4,30:48.1,1,重庆重客隆超市连锁有限责任公司界石连锁店,NULL,重庆重客隆,1,2,,NULL
1013,巴南区重客隆九公里店,重庆市巴南区渝南大道199号,52:10.5,15:41.2,1,重庆重客隆超市连锁有限责任公司九公里连锁店,NULL,重庆重客隆,1,1,,NULL
1014,北部新区重客隆黄山大道店,重庆市渝北区雪松路7号附18号重克隆超市黄山大道店,52:10.5,36:40.6,15823875290,重庆重客隆超市连锁有限责任公司北部新区黄山大道连锁店,NULL,重庆重客隆,喻萍,1,,NULL
1015,北部新区重客隆名优特店,,52:10.5,15:22.5,1,1,NULL,重庆重客隆,1,1,,NULL
1016,大渡口区重客隆大堰店,重庆市涪陵区聚龙大道78号附9号,52:10.5,59:54.0,1,重庆重客隆超市连锁有限责任公司大堰连锁店,NULL,重庆重客隆,1,1,,NULL
1017,大足区重客隆大足店,中铁物流,52:10.5,14:37.6,1,1,NULL,重庆重客隆,1,2,,NULL
1018,大足区重客隆龙水店,重庆市大足区龙水镇朝阳街与龙玉路交叉口,52:10.5,10:50.4,13996141799,重庆重客隆超市连锁有限责任公司龙水连锁店,NULL,重庆重客隆,姚红,2,,NULL
1019,垫江区重客隆垫江新民店,中铁物流,52:10.5,14:21.3,1,1,NULL,重庆重客隆,1,2,,NULL
1020,垫江区重客隆高安店,中铁物流,52:10.5,14:13.3,1,1,NULL,重庆重客隆,1,2,,NULL
1021,涪陵区重客隆涪陵富田店,重庆市涪陵区太极大道26号附11-13号,52:10.5,12:24.8,15826292640,重庆重客隆超市连锁有限责任公司涪陵四环路富田大厦连锁店,NULL,重庆重客隆,邓啟容,2,,NULL
1022,涪陵区重客隆李渡店,重庆涪陵李渡新区马鞍重客隆超市,52:10.5,46:18.7,15023921151,重庆重客隆超市连锁有限责任公司涪陵李渡连锁店,NULL,重庆重客隆,潘小莉,2,,NULL
1023,江北区重客隆大石坝店,重庆市江北区红石路与大石坝立交交叉路口重克隆超市大石坝店,52:10.5,27:24.7,13996847355,重庆重客隆超市连锁有限责任公司大石坝连锁店,NULL,重庆重客隆,谭英,1,,NULL
1024,江北区重客隆东方港湾店,重庆市江北区东方港湾附近重克隆超市东方港湾店,52:10.5,35:34.5,13996038877,重庆重客隆超市连锁有限责任公司江北东方港湾连锁店,NULL,重庆重客隆,王宇,1,,NULL
1025,江北区重客隆东方家园店,重庆市江北区金源路68号附41号重克隆超市东方家园店,52:10.5,31:23.5,13752867736,重庆重客隆超市连锁有限责任公司东方家园连锁店,NULL,重庆重客隆,吴正玲,1,,NULL
1026,江北区重客隆红石路店,重庆市江北区红石路航村1号航天技术学院重克隆超市江北红石路店,52:10.5,33:48.5,18908338624,重庆重客隆超市连锁有限责任公司江北红石路连锁店,NULL,重庆重客隆,冉治翠,1,,NULL
1027,江北区重客隆金科花园店,重庆市江北区五红路25号金科花园旁重克隆超市金科花园店,52:10.5,28:37.8,13617658170,重庆重客隆超市连锁有限责任公司金科花园连锁店,NULL,重庆重客隆,段平英,1,,NULL
1028,江津区重客隆白沙店,重庆市江津区白沙中兴路123号重客隆超市,52:10.5,49:11.1,15808080722,重庆重客隆超市连锁有限责任公司白沙连锁店,NULL,重庆重客隆,秦乙琴,2,,NULL
1029,江津区重客隆德感店,中铁物流,52:10.6,12:49.6,1,1,NULL,重庆重客隆,1,2,,NULL
1030,江津区重客隆珞璜店,中铁物流,52:10.6,12:38.4,1,1,NULL,重庆重客隆,1,2,,NULL
1031,九龙坡区重客隆广厦城店,重庆市九龙坡区滩子口龙江路九龙小学东,52:10.6,12:29.6,1,重庆重客隆超市连锁有限责任公司广厦城连锁店,NULL,重庆重客隆,1,1,,NULL
1032,九龙坡区重客隆黄杨路丽水菁苑店,重庆市九龙坡区工农四村58号24幢附14号重克隆超市丽水菁苑店,52:10.6,35:11.3,13350341299,重庆重客隆超市连锁有限责任公司黄杨路丽水箐苑连锁店,NULL,重庆重客隆,赵霞,1,,NULL
1033,九龙坡区重客隆滩子口店,重庆市九龙坡区滩子口71号附3号,52:10.6,24:06.3,13002361151,重庆重客隆超市连锁有限责任公司滩子口连锁店,NULL,重庆重客隆,谭邦平,1,,NULL
1034,九龙坡区重客隆陶家店,重庆市九龙坡区百彭路,52:10.6,14:51.9,1,重庆重客隆超市连锁有限责任公司陶家工业园区连锁店,NULL,重庆重客隆,1,2,,NULL
1035,九龙坡区重客隆渝中花园店,重庆市渝中区菜园路253号重克隆超市渝中花园店,52:10.6,31:52.9,18883853645,重庆重客隆超市连锁有限责任公司渝中花园连锁店,NULL,重庆重客隆,杨玲,1,,NULL
1036,梁平区重客隆屏锦店,中铁物流,52:10.6,11:55.8,1,1,NULL,重庆重客隆,1,2,,NULL
1037,南岸区重客隆海棠溪店,重庆市南岸区敦厚街36号附15号,52:10.6,41:22.4,15223428264,重庆重客隆超市连锁有限责任公司海棠溪连锁店,NULL,重庆重客隆,涂井群,1,,NULL
1038,南岸区重客隆美堤雅城店,重庆市经开区美缇雅城会龙路66号A区12号楼1层,52:10.6,13:31.0,15823065828,重庆重客隆超市连锁有限责任公司美堤雅城连锁店,NULL,重庆重客隆,罗永梅,1,,NULL
1039,南岸区重客隆南坪东路店,南岸区南坪东路15号,52:10.6,39:38.9,15902368726,重庆重客隆超市连锁有限责任公司南坪东路连锁店,NULL,重庆重客隆,曾莉,1,,NULL
1040,南岸区重客隆融侨半岛店,重庆市南岸区双峰山路融侨半岛香弥山2号,52:10.6,37:23.2,15823526629,重庆重客隆超市连锁有限责任公司融侨半岛连锁店,NULL,重庆重客隆,刘淑碧,1,,NULL
1041,南岸区重客隆铜元局店,南岸区芭蕉湾70号附3号,52:10.6,12:50.7,13399853706,重庆重客隆超市连锁有限责任公司铜元局连锁店,NULL,重庆重客隆,陈玲,1,,NULL
1042,南岸区重客隆涂山路店,重庆市南岸区涂山路588号附3号重客隆超市,52:10.6,41:55.6,13637834279,重庆重客隆超市连锁有限责任公司涂山路连锁店,NULL,重庆重客隆,敖茂琼,1,,NULL
1043,南岸区重客隆长生桥店,重庆茶园长生桥河街长河湾重客隆超市,52:10.6,06:28.9,13618275682,重庆重客隆超市连锁有限责任公司长生桥连锁店,NULL,重庆重客隆,罗克容,1,,NULL
1044,綦江区重客隆东溪店,中铁物流,52:10.6,10:38.2,1,1,NULL,重庆重客隆,1,2,,NULL
1045,綦江区重客隆普惠尚城店,重庆市綦江区文化街道长生路88号,52:10.6,34:22.6,13983159238,重庆重客隆超市连锁有限责任公司綦江普惠尚城连锁店,NULL,重庆重客隆,黄晓霞,2,,NULL
1046,綦江区重客隆綦江店,重庆市綦江区九龙大道62号附9号,52:10.7,16:12.4,17725145339,重庆重客隆超市连锁有限责任公司綦江连锁店,NULL,重庆重客隆,张吉琼,2,,NULL
1047,沙坪坝区重客隆高滩岩店,重庆市沙坪坝区都市花园西路252号2-1号重客隆超市,52:10.7,40:09.7,18302387770,重庆重客隆超市连锁有限责任公司高滩岩连锁店,NULL,重庆重客隆,刘君,1,,NULL
1048,沙坪坝区重客隆劳动路店,劳动路73-11号（劳动路社区卫生服务站东）,52:10.7,39:14.6,13983583326,重庆重客隆超市连锁有限责任公司劳动路连锁店,NULL,重庆重客隆,秦鹏,1,,NULL
1049,沙坪坝区重客隆沙北街店,重庆市沙坪坝区学林雅园重客隆沙北街店超市,52:10.7,28:41.6,15902365784,重庆重客隆超市连锁有限责任公司沙北街连锁店,NULL,重庆重客隆,岳学平,1,,NULL
1050,沙坪坝区重客隆双碑店,重庆市沙坪坝区中心湾157号附3号 -4号,52:10.7,41:25.9,13594237378,重庆重客隆超市连锁有限责任公司双碑连锁店,NULL,重庆重客隆,田阳,1,,NULL
1051,潼南区重客隆潼南建设路店,中铁物流,52:10.7,25:02.5,1,重庆重客隆超市连锁有限责任公司潼南建设路连锁店,NULL,重庆重客隆,1,2,,NULL
1052,永川区重客隆永川桂山店,重庆市永川区桂山路12号1-5,52:10.7,35:50.5,19112037920,重庆重客隆超市连锁有限责任公司永川桂山路连锁店,NULL,重庆重客隆,刘意美,2,,NULL
1053,渝北区重客隆宝圣大道店,重庆市渝北区宝圣大道137号重克隆超市宝圣大道店,52:10.7,37:37.0,17783581715,重庆重客隆超市连锁有限责任公司宝圣大道连锁店,NULL,重庆重客隆,谭开明,1,,NULL
1054,渝北区重客隆大竹林店,,52:10.7,54:14.1,1,1,NULL,重庆重客隆,1,1,,NULL
1055,渝北区重客隆花卉园店,重庆市渝北区花卉园西一路63号重克隆超市花卉园店,52:10.7,34:16.8,15823000661,重庆重客隆超市连锁有限责任公司花卉园西路连锁店,NULL,重庆重客隆,王路,1,,NULL
