,库位,,,,,,,分区,仓库,
2638,W-2-4,04:06.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2638
2639,W-2-3,04:06.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2639
2640,W-2-2,04:06.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2640
2654,Y-10-9,26:40.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2654
2655,Y-11-1,26:40.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2655
2656,Y-11-2,26:40.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2656
2657,Y-11-3,26:40.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2657
2670,T-07-05,35:21.1,,,23,,,T区,展鹿赠品物料仓库,2670
2671,T-07-04,35:21.1,,,23,,,T区,展鹿赠品物料仓库,2671
2672,T-07-03,35:21.1,,,23,,,T区,展鹿赠品物料仓库,2672
2673,T-07-06,35:21.1,,,23,,,T区,展鹿赠品物料仓库,2673
2687,L-01-06,NULL,,,34,,,L区,展鹿临期品仓库,2687
2688,L-01-07,NULL,,,34,,,L区,展鹿临期品仓库,2688
2689,L-01-08,NULL,,,34,,,L区,展鹿临期品仓库,2689
2690,L-01-09,NULL,,,34,,,L区,展鹿临期品仓库,0
2704,Z-30-30,NULL,,,27,,,Z区,展鹿主仓库,2704
2705,U-03-06,31:00.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2705
2706,S-08-01,NULL,,,26,,,S区,展鹿包场破损仓库,2706
2707,F-04-45,03:17.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2707
2720,-10,16:24.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2720
2722,W--03-10,01:42.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2722
2723,A-30-30,11:51.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2723
2724,A30-30,12:16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2724
2737,U-19-01,30:23.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2737
2738,U-20-01,NULL,,,31,,,U区,展鹿主仓库,2738
2739,U-21-01,NULL,,,31,,,U区,展鹿主仓库,2739
2740,U-22-01,NULL,,,31,,,U区,展鹿主仓库,2740
2754,W-*04-01,56:49.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2754
2755,U-17-1,27:14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2755
2756,Y16-05,45:12.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2756
2757,T01-06,07:10.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2757
2771,W-11-,28:54.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2771
2772,V-02-11,55:18.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2772
2773,W10-01,00:32.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2773
2774,U-12-20,43:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2774
2787,W-5-12,53:53.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2787
2788,Y-15-14,44:14.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2788
2789,X-30-30,02:59.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2789
2790,S-02-13,31:25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2790
2804,W+04-17,41:09.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2804
2805,X-14-4,00:22.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2805
2806,Z-11-01,33:25.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2806
2807,U-01-07,11:24.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2807
2821,V-21-02,NULL,,,NULL,,,NULL,NULL,2821
2822,V-21-03,NULL,,,NULL,,,NULL,NULL,2822
2823,V-21-04,NULL,,,NULL,,,NULL,NULL,2823
2824,V-21-05,NULL,,,NULL,,,NULL,NULL,2824
